-1.0	0.0
-0.9992093972273018	0.0
-0.9968388390146958	0.0
-0.9928920737019734	0.0
-0.9873753419363334	0.0
-0.9802973668046362	0.0
-0.9716693400404101	0.0
-0.9615049043274204	0.0
-0.9498201317277827	0.0
-0.9366334982687279	0.0
-0.9219658547282067	0.0
-0.9058403936655232	0.0
-0.8882826127491319	0.0
-0.8693202744395825	0.0
-0.8489833620913639	0.0
-0.8273040325430573	0.0
-0.8043165652707648	0.0
-0.7800573081852121	0.0
-0.7545646201582301	0.0
-0.7278788103694941	0.0
-0.7000420745694254	0.0
-0.6710984283590368	0.0
-0.64109363759222	0.0
-0.6100751460105244	0.0
-0.5780920002248483	0.0
-0.5451947721626677	0.0
-0.511435479103422	0.0
-0.476867501428506	0.0
-0.4415454982159119	0.0
-0.4055253208129938	0.0
-0.36886392452400785	0.0
-0.3316192785520677	0.0
-0.2938502743379209	0.0
-0.2556166324404747	0.0
-0.21697880810631798	0.0
-0.17799789567755026	0.0
-0.1387355319890681	0.0
-0.09925379890806155	0.0
-0.05961512516981993	0.0
-0.019882187665070074	0.0
0.019882187665070175	0.0
0.05961512516982003	0.0
0.09925379890806164	0.0
0.13873553198906818	0.0
0.17799789567755034	0.0
0.21697880810631806	0.0
0.25561663244047483	0.0
0.29385027433792094	0.0
0.33161927855206796	0.0
0.3688639245240079	0.0
0.4055253208129939	0.0
0.44154549821591194	0.0
0.47686750142850626	0.0
0.5114354791034221	0.0
0.5451947721626677	0.0
0.5780920002248485	0.0
0.6100751460105244	0.0
0.6410936375922202	0.0
0.6710984283590369	0.0
0.7000420745694252	0.0
0.7278788103694941	0.0
0.7545646201582302	0.0
0.7800573081852124	0.0
0.8043165652707648	0.0
0.8273040325430573	0.0
0.848983362091364	0.0
0.8693202744395825	0.0
0.8882826127491319	0.0
0.9058403936655233	0.0
0.9219658547282068	0.0
0.9366334982687279	0.0
0.9498201317277827	0.0
0.9615049043274205	0.0
0.9716693400404101	0.0
0.9802973668046362	0.0
0.9873753419363335	0.0
0.9928920737019734	0.0
0.9968388390146958	0.0
0.9992093972273018	0.0
1.0	0.0
